project_id,overall_risk_score,risk_level,investigation_priority,primary_typology,fraud_probability,synthesized_reasons,primary_reason,secondary_reason,tertiary_reason,financial_anomaly_score,geospatial_anomaly_score,procurement_anomaly_score,contractor_anomaly_score,payment_anomaly_score,progress_anomaly_score,graph_anomaly_score,feature_importance_contributions,scored_at
MPLADS-003835,16.2,LOW,ROUTINE,NORMAL,0.0658,"[""[Contractor Capacity] Recent corporate board/director replacement registered for contractor"", ""[Contractor Capacity] Vendor registration profile and governance structure compliant"", ""[Contractor Capacity] Allocation distribution across implementing agencies well balanced"", ""[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY""]",[Contractor Capacity] Recent corporate board/director replacement registered for contractor,[Contractor Capacity] Vendor registration profile and governance structure compliant,[Contractor Capacity] Allocation distribution across implementing agencies well balanced,34.59,37.31,5.05,43.88,27.91,30.35,42.35,"{""financial__sanctioned_amount"": 0.1278, ""financial_anomaly_score"": 0.1261, ""geo__infrastructure_gap_index"": 0.1041}",2026-09-06T09:49:31.247869+00:00
MPLADS-003836,65.0,HIGH,PRIORITY,ANOMALOUS_PROFILE,0.4019,"[""[Tender & Procurement] Substantial post-award contract amendment (+\u20b90.26 Lakhs added post-tender)"", ""[Tender & Procurement] Single-bid procurement recorded in remote area (infrastructure gap 0.71)"", ""[Tender & Procurement] Contract award amount aligned with initial technical estimates""]",[Tender & Procurement] Substantial post-award contract amendment (+₹0.26 Lakhs added post-tender),[Tender & Procurement] Single-bid procurement recorded in remote area (infrastructure gap 0.71),[Tender & Procurement] Contract award amount aligned with initial technical estimates,21.85,11.01,98.05,22.27,29.03,36.19,20.08,"{""procurement_anomaly_score"": 1.5369, ""procurement_anomaly_percentile"": 0.6821, ""financial__sanctioned_amount"": 0.2208}",2026-09-06T09:49:31.247869+00:00
MPLADS-003837,18.4,LOW,ROUTINE,NORMAL,0.0153,"[""[Contractor Capacity] Contractor backlog exceeds registered financial capacity (value-to-capacity ratio 2.91)"", ""[Contractor Capacity] Recent corporate board/director replacement registered for contractor"", ""[Contractor Capacity] Allocation distribution across implementing agencies well balanced"", ""[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY"", ""[Financial Execution] Financial metrics aligned with peer expectations""]",[Contractor Capacity] Contractor backlog exceeds registered financial capacity (value-to-capacity ratio 2.91),[Contractor Capacity] Recent corporate board/director replacement registered for contractor,[Contractor Capacity] Allocation distribution across implementing agencies well balanced,41.92,40.64,34.91,70.2,35.26,38.75,45.61,"{""geo__population_density"": 0.2899, ""geo__infrastructure_gap_index"": 0.2338, ""payment_anomaly_percentile"": 0.0378}",2026-09-06T09:49:31.248763+00:00
MPLADS-003838,9.9,LOW,ROUTINE,NORMAL,0.0182,"[""[Contractor Capacity] High constituency allocation concentration (66.7% of works in single constituency)"", ""[Contractor Capacity] Vendor registration profile and governance structure compliant"", ""[Contractor Capacity] Allocation distribution across implementing agencies well balanced"", ""[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY""]",[Contractor Capacity] High constituency allocation concentration (66.7% of works in single constituency),[Contractor Capacity] Vendor registration profile and governance structure compliant,[Contractor Capacity] Allocation distribution across implementing agencies well balanced,7.46,15.15,15.8,54.24,12.32,8.45,52.62,"{""project__planned_duration_days"": 0.0223, ""financial__sanctioned_amount"": 0.018, ""payment_anomaly_percentile"": 0.0179}",2026-09-06T09:49:31.248763+00:00
MPLADS-003839,17.5,LOW,ROUTINE,NORMAL,0.0225,"[""[Contractor Capacity] Recent corporate ownership change registered prior to developmental contract award"", ""[Contractor Capacity] Vendor registration profile and governance structure compliant"", ""[Contractor Capacity] Allocation distribution across implementing agencies well balanced"", ""[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY"", ""[Physical-Financial Trajectory] NORMAL_EXECUTION_PROGRESS""]",[Contractor Capacity] Recent corporate ownership change registered prior to developmental contract award,[Contractor Capacity] Vendor registration profile and governance structure compliant,[Contractor Capacity] Allocation distribution across implementing agencies well balanced,27.86,18.43,23.79,62.51,43.51,49.28,49.97,"{""financial__sanctioned_amount"": 0.2078, ""std_anomaly_score"": 0.0892, ""financial_anomaly_percentile"": 0.0617}",2026-09-06T09:49:31.248763+00:00
MPLADS-003840,7.5,LOW,ROUTINE,NORMAL,0.0182,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,9.53,3.08,8.58,5.8,24.31,29.99,25.88,"{""contractor_anomaly_percentile"": 0.0083, ""mean_anomaly_score"": 0.0079, ""graph_anomaly_percentile"": 0.0069}",2026-09-06T09:49:31.248763+00:00
MPLADS-003841,13.5,LOW,ROUTINE,NORMAL,0.0182,"[""[Contractor Capacity] Contractor backlog exceeds registered financial capacity (value-to-capacity ratio 2.77)"", ""[Contractor Capacity] High constituency allocation concentration (79.1% of works in single constituency)"", ""[Contractor Capacity] Allocation distribution across implementing agencies well balanced"", ""[Payment Structuring] NORMAL_DISBURSEMENT_SCHEDULE""]",[Contractor Capacity] Contractor backlog exceeds registered financial capacity (value-to-capacity ratio 2.77),[Contractor Capacity] High constituency allocation concentration (79.1% of works in single constituency),[Contractor Capacity] Allocation distribution across implementing agencies well balanced,37.03,19.44,24.73,40.84,40.83,31.27,13.78,"{""financial_anomaly_score"": 0.0642, ""project__planned_duration_days"": 0.0504, ""geospatial_anomaly_score"": 0.0473}",2026-09-06T09:49:31.248763+00:00
MPLADS-003842,8.9,LOW,ROUTINE,NORMAL,0.0231,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,8.63,8.71,17.85,14.31,18.15,38.31,14.79,"{""mean_anomaly_score"": 0.0799, ""project__planned_duration_days"": 0.0439, ""financial__sanctioned_amount"": 0.0336}",2026-09-06T09:49:31.249866+00:00
MPLADS-003843,80.0,CRITICAL,IMMEDIATE,DELAYED_WORK,1.0,"[""[Physical-Financial Trajectory] EXTREME_DURATION_OVERRUN"", ""[Physical-Financial Trajectory] SEVERE_PHYSICAL_FINANCIAL_GAP"", ""[Physical-Financial Trajectory] STALLED_EXECUTION_TRAJECTORY"", ""[Payment Structuring] PAYMENT_TIMING_ANOMALY"", ""[Financial Execution] Contract escalation (-1.9% value change with 2 amendments)""]",[Physical-Financial Trajectory] EXTREME_DURATION_OVERRUN,[Physical-Financial Trajectory] SEVERE_PHYSICAL_FINANCIAL_GAP,[Physical-Financial Trajectory] STALLED_EXECUTION_TRAJECTORY,67.21,6.39,20.38,24.72,80.1,86.36,20.53,"{""progress_anomaly_score"": 5.0253, ""progress_anomaly_percentile"": 0.87, ""payment_anomaly_score"": 0.2065}",2026-09-06T09:49:31.249866+00:00
MPLADS-003844,9.6,LOW,ROUTINE,NORMAL,0.0225,"[""[Contractor Capacity] Heavy agency monopolization (82.1% funding channeled through repeated agency-contractor pair)"", ""[Contractor Capacity] Recent corporate board/director replacement registered for contractor"", ""[Contractor Capacity] Allocation distribution across implementing agencies well balanced"", ""[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY""]",[Contractor Capacity] Heavy agency monopolization (82.1% funding channeled through repeated agency-contractor pair),[Contractor Capacity] Recent corporate board/director replacement registered for contractor,[Contractor Capacity] Allocation distribution across implementing agencies well balanced,5.92,5.62,11.94,58.78,6.0,10.11,56.99,"{""geo__population_density"": 0.1674, ""geospatial_anomaly_score"": 0.1003, ""geo__infrastructure_gap_index"": 0.0611}",2026-09-06T09:49:31.249866+00:00
MPLADS-003845,5.1,LOW,ROUTINE,NORMAL,0.0182,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,9.17,0.0,30.34,4.72,14.91,1.7,8.11,"{""geo__population_density"": 0.2464, ""geospatial_anomaly_percentile"": 0.1877, ""geospatial_anomaly_score"": 0.0968}",2026-09-06T09:49:31.249866+00:00
MPLADS-003846,12.1,LOW,ROUTINE,NORMAL,0.0231,"[""[Payment Structuring] PAYMENT_TIMING_ANOMALY""]",[Payment Structuring] PAYMENT_TIMING_ANOMALY,,,38.1,6.35,0.0,32.73,67.01,15.72,23.01,"{""financial__sanctioned_amount"": 0.1234, ""financial_anomaly_percentile"": 0.0918, ""financial_anomaly_score"": 0.0632}",2026-09-06T09:49:31.249866+00:00
MPLADS-003847,20.9,LOW,ROUTINE,NORMAL,0.0182,"[""[Entity Graph Relationship] CORPORATE_COLLUSION_NETWORK"", ""[Entity Graph Relationship] HUB_CENTRALITY_SPIKE"", ""[Payment Structuring] PAYMENT_TIMING_ANOMALY"", ""[Contractor Capacity] Contractor identified with corporate collusion risk indicators (shared directors, common ownership)"", ""[Contractor Capacity] Vendor registration profile and governance structure compliant""]",[Entity Graph Relationship] CORPORATE_COLLUSION_NETWORK,[Entity Graph Relationship] HUB_CENTRALITY_SPIKE,[Payment Structuring] PAYMENT_TIMING_ANOMALY,41.57,37.18,13.87,64.52,77.13,42.06,77.35,"{""payment_anomaly_score"": 0.0949, ""payment_anomaly_percentile"": 0.0475, ""project__planned_duration_days"": 0.0361}",2026-09-06T09:49:31.250766+00:00
MPLADS-003848,30.1,LOW,ROUTINE,NORMAL,0.2973,"[""[Tender & Procurement] Substantial post-award contract amendment (+\u20b90.81 Lakhs added post-tender)"", ""[Tender & Procurement] Single-bid procurement recorded in remote area (infrastructure gap 0.70)"", ""[Tender & Procurement] Contract award amount aligned with initial technical estimates""]",[Tender & Procurement] Substantial post-award contract amendment (+₹0.81 Lakhs added post-tender),[Tender & Procurement] Single-bid procurement recorded in remote area (infrastructure gap 0.70),[Tender & Procurement] Contract award amount aligned with initial technical estimates,11.15,17.12,92.69,35.18,24.03,11.23,23.03,"{""procurement_anomaly_score"": 1.5776, ""procurement_anomaly_percentile"": 0.513, ""geospatial_anomaly_score"": 0.0881}",2026-09-06T09:49:31.250766+00:00
MPLADS-003849,10.3,LOW,ROUTINE,NORMAL,0.0314,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,21.05,4.94,17.07,23.11,30.75,27.55,12.12,"{""geo__population_density"": 0.1987, ""payment_anomaly_score"": 0.0559, ""geospatial_anomaly_score"": 0.0353}",2026-09-06T09:49:31.250766+00:00
MPLADS-003850,80.0,CRITICAL,IMMEDIATE,COST_OVERRUN,1.0,"[""[Financial Execution] Accelerated disbursement velocity (1.5x peer median disbursement speed)"", ""[Financial Execution] Contract escalation (58.5% value change with 0 amendments)"", ""[Financial Execution] Standard schedule compliance"", ""[Payment Structuring] STATUTORY_CEILING_SMURFING"", ""[Tender & Procurement] Substantial post-award contract amendment (+\u20b98.26 Lakhs added post-tender)""]",[Financial Execution] Accelerated disbursement velocity (1.5x peer median disbursement speed),[Financial Execution] Contract escalation (58.5% value change with 0 amendments),[Financial Execution] Standard schedule compliance,79.52,2.56,71.2,16.4,71.64,59.79,14.28,"{""progress_anomaly_score"": 4.6208, ""progress_anomaly_percentile"": 0.8262, ""procurement_anomaly_score"": 0.2335}",2026-09-06T09:49:31.250766+00:00
MPLADS-003851,80.0,CRITICAL,IMMEDIATE,COST_OVERRUN,0.8857,"[""[Physical-Financial Trajectory] NORMAL_EXECUTION_PROGRESS"", ""[Tender & Procurement] Substantial post-award contract amendment (+\u20b94.46 Lakhs added post-tender)"", ""[Tender & Procurement] Narrow qualified bidder pool (2 qualified bidders evaluated)"", ""[Tender & Procurement] Contract award amount aligned with initial technical estimates"", ""[Payment Structuring] NORMAL_DISBURSEMENT_SCHEDULE""]",[Physical-Financial Trajectory] NORMAL_EXECUTION_PROGRESS,[Tender & Procurement] Substantial post-award contract amendment (+₹4.46 Lakhs added post-tender),[Tender & Procurement] Narrow qualified bidder pool (2 qualified bidders evaluated),42.98,10.19,46.04,27.63,44.3,54.52,35.5,"{""progress_anomaly_score"": 2.591, ""financial_anomaly_score"": 0.4374, ""progress_anomaly_percentile"": 0.3396}",2026-09-06T09:49:31.251762+00:00
MPLADS-003852,10.9,LOW,ROUTINE,NORMAL,0.0225,"[""[Payment Structuring] STATUTORY_CEILING_SMURFING"", ""[Payment Structuring] PAYMENT_TIMING_ANOMALY""]",[Payment Structuring] STATUTORY_CEILING_SMURFING,[Payment Structuring] PAYMENT_TIMING_ANOMALY,,25.93,17.02,16.51,4.48,79.73,6.51,19.84,"{""project__planned_duration_days"": 0.0592, ""financial_anomaly_percentile"": 0.0534, ""payment_anomaly_percentile"": 0.0455}",2026-09-06T09:49:31.251762+00:00
MPLADS-003853,16.4,LOW,ROUTINE,NORMAL,0.1266,"[""[Tender & Procurement] Single-bid procurement recorded in remote area (infrastructure gap 0.85)"", ""[Tender & Procurement] Elevated bidder disqualification rate during technical evaluation (20.6%)"", ""[Tender & Procurement] Contract award amount aligned with initial technical estimates""]",[Tender & Procurement] Single-bid procurement recorded in remote area (infrastructure gap 0.85),[Tender & Procurement] Elevated bidder disqualification rate during technical evaluation (20.6%),[Tender & Procurement] Contract award amount aligned with initial technical estimates,3.94,14.57,94.03,8.19,7.49,12.02,10.75,"{""procurement_anomaly_score"": 1.3327, ""procurement_anomaly_percentile"": 0.3498, ""std_anomaly_score"": 0.0754}",2026-09-06T09:49:31.251762+00:00
MPLADS-003854,80.0,CRITICAL,IMMEDIATE,DOCUMENTATION_DEFICIT,1.0,"[""[Payment Structuring] UNVERIFIED_DISBURSEMENT_BURST"", ""[Payment Structuring] ROUND_NUMBER_DISBURSEMENT_CONCENTRATION"", ""[Payment Structuring] PAYMENT_TIMING_ANOMALY"", ""[Physical-Financial Trajectory] INSPECTION_DOCUMENTATION_DEFICIT"", ""[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY""]",[Payment Structuring] UNVERIFIED_DISBURSEMENT_BURST,[Payment Structuring] ROUND_NUMBER_DISBURSEMENT_CONCENTRATION,[Payment Structuring] PAYMENT_TIMING_ANOMALY,45.15,8.55,19.28,14.09,97.29,79.88,47.38,"{""progress_anomaly_score"": 5.0972, ""progress_anomaly_percentile"": 0.8995, ""payment_anomaly_score"": 0.1494}",2026-09-06T09:49:31.251762+00:00
MPLADS-003855,12.6,LOW,ROUTINE,NORMAL,0.0592,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,18.92,6.19,29.07,27.08,17.73,24.49,30.66,"{""geo__population_density"": 0.2903, ""geospatial_anomaly_score"": 0.1075, ""project__planned_duration_days"": 0.0409}",2026-09-06T09:49:31.252772+00:00
MPLADS-003856,15.3,LOW,ROUTINE,NORMAL,0.0182,"[""[Contractor Capacity] Recent corporate board/director replacement registered for contractor"", ""[Contractor Capacity] Vendor registration profile and governance structure compliant"", ""[Contractor Capacity] Allocation distribution across implementing agencies well balanced"", ""[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY""]",[Contractor Capacity] Recent corporate board/director replacement registered for contractor,[Contractor Capacity] Vendor registration profile and governance structure compliant,[Contractor Capacity] Allocation distribution across implementing agencies well balanced,32.9,21.03,21.84,61.48,31.69,34.46,43.71,"{""geo__population_density"": 0.1, ""financial_anomaly_percentile"": 0.055, ""geo__infrastructure_gap_index"": 0.0473}",2026-09-06T09:49:31.252772+00:00
MPLADS-003857,11.3,LOW,ROUTINE,NORMAL,0.011,"[""[Geospatial Clustering] Elevated spatial unit cost (+139.1% vs cluster median for work type)"", ""[Geospatial Clustering] Normal local project density and infrastructure alignment"", ""[Geospatial Clustering] Geographic coordinates and terrain profile match regional peers"", ""[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY""]",[Geospatial Clustering] Elevated spatial unit cost (+139.1% vs cluster median for work type),[Geospatial Clustering] Normal local project density and infrastructure alignment,[Geospatial Clustering] Geographic coordinates and terrain profile match regional peers,9.16,49.18,24.89,39.06,8.18,23.88,47.76,"{""geo__infrastructure_gap_index"": 0.094, ""project__planned_duration_days"": 0.0368, ""payment_anomaly_percentile"": 0.0235}",2026-09-06T09:49:31.252772+00:00
MPLADS-003858,12.2,LOW,ROUTINE,NORMAL,0.0182,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,20.85,24.22,16.92,25.49,31.45,37.49,35.78,"{""graph_anomaly_score"": 0.1487, ""geo__population_density"": 0.1373, ""geo__infrastructure_gap_index"": 0.0432}",2026-09-06T09:49:31.252772+00:00
MPLADS-003859,6.9,LOW,ROUTINE,NORMAL,0.0265,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,12.79,1.96,21.18,10.02,11.07,18.11,11.32,"{""mean_anomaly_score"": 0.0813, ""project__planned_duration_days"": 0.0502, ""geospatial_anomaly_percentile"": 0.0229}",2026-09-06T09:49:31.252772+00:00
MPLADS-003860,19.6,LOW,ROUTINE,NORMAL,0.0314,"[""[Contractor Capacity] High constituency allocation concentration (64.3% of works in single constituency)"", ""[Contractor Capacity] Vendor registration profile and governance structure compliant"", ""[Contractor Capacity] Allocation distribution across implementing agencies well balanced"", ""[Payment Structuring] ROUND_NUMBER_DISBURSEMENT_CONCENTRATION"", ""[Financial Execution] Atypical cost per unit (+256.2% vs peer median rate)""]",[Contractor Capacity] High constituency allocation concentration (64.3% of works in single constituency),[Contractor Capacity] Vendor registration profile and governance structure compliant,[Contractor Capacity] Allocation distribution across implementing agencies well balanced,48.42,5.26,33.03,74.96,69.0,33.91,31.38,"{""financial_anomaly_score"": 0.3644, ""financial__sanctioned_amount"": 0.1805, ""geo__infrastructure_gap_index"": 0.1773}",2026-09-06T09:49:31.252772+00:00
