project_id,contractor_anomaly_score,contractor_anomaly_percentile,contractor_anomaly_flag,primary_reason,secondary_reason,tertiary_reason,contractor_project_count,capacity_strain_index,corporate_collusion_index,agency_capture_score,model_version,mode,scored_at
MPLADS-004180,28.4,49.72,False,Heavy agency monopolization (71.3% funding channeled through repeated agency-contractor pair),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,13,0.0,0.0,0.771,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004181,55.82,84.68,False,Heavy agency monopolization (70.6% funding channeled through repeated agency-contractor pair),High constituency allocation concentration (82.9% of works in single constituency),Elevated historical irregularity record (4 past statutory audit findings),44,0.0,0.0,1.504,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004182,33.32,57.56,False,Elevated agency concentration (86.7% of vendor work tied to single implementing agency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,2,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004183,100.0,99.51,True,"Contractor identified with corporate collusion risk indicators (shared directors, common ownership)",Recent corporate board/director replacement registered for contractor,Elevated agency concentration (75.0% of vendor work tied to single implementing agency),5,0.0,0.5,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004184,23.26,40.62,False,Elevated agency concentration (78.8% of vendor work tied to single implementing agency),Elevated historical irregularity record (2 past statutory audit findings),Allocation distribution across implementing agencies well balanced,15,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004185,46.81,75.76,False,Contractor identified with corporate collusion risk indicators (shared address),Elevated agency concentration (85.5% of vendor work tied to single implementing agency),Allocation distribution across implementing agencies well balanced,11,0.0,0.25,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004186,36.84,62.28,False,Elevated historical irregularity record (4 past statutory audit findings),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,44,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004187,19.19,32.34,False,Elevated agency concentration (86.1% of vendor work tied to single implementing agency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,12,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004188,30.47,53.34,False,Elevated agency concentration (89.0% of vendor work tied to single implementing agency),High constituency allocation concentration (81.5% of works in single constituency),Allocation distribution across implementing agencies well balanced,14,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004189,18.92,31.78,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,38,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004190,73.55,95.02,True,Recent corporate ownership change registered prior to developmental contract award,Heavy agency monopolization (83.1% funding channeled through repeated agency-contractor pair),Allocation distribution across implementing agencies well balanced,1,0.0,0.0,1.647,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004191,2.23,2.58,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,23,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004192,36.82,62.26,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,42,0.0,0.0,0.456,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004193,69.49,93.1,False,"Contractor identified with corporate collusion risk indicators (shared directors, common ownership)",High constituency allocation concentration (73.3% of works in single constituency),Allocation distribution across implementing agencies well balanced,3,0.0,0.5,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004194,15.63,25.5,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,5,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004195,66.81,91.76,False,Recent corporate board/director replacement registered for contractor,Elevated historical irregularity record (2 past statutory audit findings),Allocation distribution across implementing agencies well balanced,16,0.0,0.15,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004196,35.01,59.9,False,High constituency allocation concentration (81.4% of works in single constituency),Elevated historical irregularity record (2 past statutory audit findings),Allocation distribution across implementing agencies well balanced,14,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004197,12.44,18.36,False,Elevated agency concentration (70.6% of vendor work tied to single implementing agency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,26,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004198,6.39,8.0,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,31,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004199,8.72,11.66,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,34,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004200,36.72,62.12,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,44,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004201,14.21,22.46,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,4,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004202,52.85,81.92,False,Contractor identified with corporate collusion risk indicators (shared address),High constituency allocation concentration (84.8% of works in single constituency),Elevated historical irregularity record (2 past statutory audit findings),36,0.0,0.25,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004203,47.98,77.3,False,Contractor backlog exceeds registered financial capacity (value-to-capacity ratio 1.28),Elevated historical irregularity record (2 past statutory audit findings),Allocation distribution across implementing agencies well balanced,38,0.28,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004204,32.42,56.26,False,Recent corporate board/director replacement registered for contractor,High constituency allocation concentration (67.7% of works in single constituency),Allocation distribution across implementing agencies well balanced,37,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004205,10.13,14.14,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,37,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004206,41.4,68.76,False,High constituency allocation concentration (84.8% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,26,0.0,0.0,0.308,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004207,11.36,16.48,False,Elevated agency concentration (74.0% of vendor work tied to single implementing agency),High constituency allocation concentration (78.4% of works in single constituency),Allocation distribution across implementing agencies well balanced,8,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004208,6.57,8.24,False,Elevated agency concentration (72.1% of vendor work tied to single implementing agency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,20,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004209,58.94,86.9,False,Elevated historical irregularity record (2 past statutory audit findings),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,27,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004210,100.0,99.51,True,Contractor backlog exceeds registered financial capacity (value-to-capacity ratio 13.71),"Contractor identified with corporate collusion risk indicators (shared directors, common ownership)",High constituency allocation concentration (79.6% of works in single constituency),7,12.708,0.5,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004211,17.52,29.06,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,17,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004212,14.93,24.14,False,Elevated agency concentration (76.6% of vendor work tied to single implementing agency),High constituency allocation concentration (77.4% of works in single constituency),Allocation distribution across implementing agencies well balanced,12,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004213,71.6,94.12,False,Heavy agency monopolization (68.4% funding channeled through repeated agency-contractor pair),Elevated historical irregularity record (2 past statutory audit findings),Allocation distribution across implementing agencies well balanced,36,0.0,0.15,1.311,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
