project_id,procurement_anomaly_score,procurement_anomaly_percentile,procurement_anomaly_flag,primary_reason,secondary_reason,tertiary_reason,bid_count,single_bid_flag,bid_competition_score,bid_price_similarity,repeated_winner_flag,model_version,mode,scored_at
MPLADS-004685,99.97,98.98,True,Substantial post-award contract amendment (+₹0.89 Lakhs added post-tender),Single-bid procurement recorded in remote area (infrastructure gap 0.72),Contract award amount aligned with initial technical estimates,1,1,0.167,0.0,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004686,8.18,13.64,False,High bid price similarity across competing tenders (97.6% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.976,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004687,38.01,83.58,False,Elevated bidder disqualification rate during technical evaluation (23.9%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.864,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004688,54.87,91.74,False,Substantial post-award contract amendment (+₹7.42 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.881,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004689,7.29,11.66,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.926,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004690,18.33,44.5,False,High bid price similarity across competing tenders (95.4% quotation clustering),Elevated bidder disqualification rate during technical evaluation (23.3%),Contract award amount aligned with initial technical estimates,4,0,0.667,0.954,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004691,81.65,94.66,False,High bid price similarity across competing tenders (94.8% quotation clustering),Substantial post-award contract amendment (+₹13.79 Lakhs added post-tender),Contract award amount aligned with initial technical estimates,7,0,1.0,0.948,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004692,17.38,41.54,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.912,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004693,37.57,83.14,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.934,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004694,92.55,97.1,True,Single-bid procurement recorded in remote area (infrastructure gap 0.58),Compressed tender submission window (15 days vs statutory guidelines),Contract award amount aligned with initial technical estimates,1,1,0.167,0.0,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004695,25.74,65.46,False,Elevated bidder disqualification rate during technical evaluation (22.6%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.914,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004696,30.3,74.42,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.904,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004697,11.9,24.26,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.89,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004698,2.72,3.74,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.896,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004699,49.06,89.8,False,Substantial post-award contract amendment (+₹10.35 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.931,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004700,37.68,83.24,False,High bid price similarity across competing tenders (96.2% quotation clustering),Substantial post-award contract amendment (+₹0.31 Lakhs added post-tender),Contract award amount aligned with initial technical estimates,7,0,1.0,0.962,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004701,11.14,21.94,False,Elevated bidder disqualification rate during technical evaluation (24.1%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.985,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004702,69.4,94.1,False,Substantial post-award contract amendment (+₹13.32 Lakhs added post-tender),Narrow qualified bidder pool (2 qualified bidders evaluated),Contract award amount aligned with initial technical estimates,3,0,0.5,0.885,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004703,22.82,58.46,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.95,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004704,29.78,73.6,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.89,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004705,3.28,4.44,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.936,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004706,92.41,97.04,True,Single-bid procurement recorded in remote area (infrastructure gap 0.54),Compressed tender submission window (15 days vs statutory guidelines),Contract award amount aligned with initial technical estimates,1,1,0.167,0.0,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004707,25.89,65.86,False,Narrow qualified bidder pool (2 qualified bidders evaluated),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.919,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004708,9.44,16.8,False,Elevated bidder disqualification rate during technical evaluation (21.0%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.943,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004709,26.64,67.48,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.99,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004710,9.03,15.72,False,Elevated bidder disqualification rate during technical evaluation (21.8%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.882,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004711,100.0,99.51,True,Non-competitive single-bid procurement in accessible district (infrastructure gap 0.21),Substantial post-award contract amendment (+₹0.55 Lakhs added post-tender),Contract award amount aligned with initial technical estimates,1,1,0.167,0.0,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004712,31.32,76.04,False,High bid price similarity across competing tenders (95.0% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.95,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004713,27.38,68.92,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.861,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004714,9.54,17.06,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.945,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004715,96.99,98.26,True,Single-bid procurement recorded in remote area (infrastructure gap 0.80),Compressed tender submission window (14 days vs statutory guidelines),Contract award amount aligned with initial technical estimates,1,1,0.167,0.0,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004716,3.57,4.9,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.91,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004717,16.91,40.0,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.92,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004718,39.97,85.4,False,High bid price similarity across competing tenders (94.6% quotation clustering),Compressed tender submission window (15 days vs statutory guidelines),Contract award amount aligned with initial technical estimates,5,0,0.833,0.946,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004719,23.47,60.08,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.858,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004720,51.4,90.72,False,Compressed tender submission window (14 days vs statutory guidelines),Elevated bidder disqualification rate during technical evaluation (22.3%),Contract award amount aligned with initial technical estimates,3,0,0.5,0.883,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004721,30.48,74.62,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.877,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004722,41.74,86.28,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.858,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004723,13.21,28.62,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.957,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004724,20.28,51.18,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.959,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004725,21.61,55.08,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.891,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
